model_id,study_track,architecture,observed_lead,factorial_mask,seed,epochs_trained,status,val_missing_pearson,val_missing_pearson_p05,val_recon_loss,miou_wave,P_iou,QRS_iou,T_iou,macro_f1_wave,boundary_f1_smoke,train_recon,train_ssl,train_ce,train_dice,train_boundary,train_fid,train_total,train_grad_norm,train_consistency,mean_all_missing_r,p05_all_missing_r,mean_chest_r,p05_chest_r,mean_limb_r,p05_limb_r,mean_septal_r,mean_anterior_r,mean_lateral_chest_r,mean_high_lateral_r,mean_inferior_r,pearson_lead_I,p05_lead_I,p50_lead_I,p95_lead_I,rmse_lead_I,mae_lead_I,snr_lead_I,pearson_lead_II,p05_lead_II,p50_lead_II,p95_lead_II,rmse_lead_II,mae_lead_II,snr_lead_II,pearson_lead_III,p05_lead_III,p50_lead_III,p95_lead_III,rmse_lead_III,mae_lead_III,snr_lead_III,pearson_lead_aVR,p05_lead_aVR,p50_lead_aVR,p95_lead_aVR,rmse_lead_aVR,mae_lead_aVR,snr_lead_aVR,pearson_lead_aVL,p05_lead_aVL,p50_lead_aVL,p95_lead_aVL,rmse_lead_aVL,mae_lead_aVL,snr_lead_aVL,pearson_lead_aVF,p05_lead_aVF,p50_lead_aVF,p95_lead_aVF,rmse_lead_aVF,mae_lead_aVF,snr_lead_aVF,pearson_lead_V1,p05_lead_V1,p50_lead_V1,p95_lead_V1,rmse_lead_V1,mae_lead_V1,snr_lead_V1,pearson_lead_V2,p05_lead_V2,p50_lead_V2,p95_lead_V2,rmse_lead_V2,mae_lead_V2,snr_lead_V2,pearson_lead_V3,p05_lead_V3,p50_lead_V3,p95_lead_V3,rmse_lead_V3,mae_lead_V3,snr_lead_V3,pearson_lead_V4,p05_lead_V4,p50_lead_V4,p95_lead_V4,rmse_lead_V4,mae_lead_V4,snr_lead_V4,pearson_lead_V5,p05_lead_V5,p50_lead_V5,p95_lead_V5,rmse_lead_V5,mae_lead_V5,snr_lead_V5,pearson_lead_V6,p05_lead_V6,p50_lead_V6,p95_lead_V6,rmse_lead_V6,mae_lead_V6,snr_lead_V6,rdb_boundary_micro_f1_20ms,rdb_signal_pearson_p05,rdb_miou_wave,rdb_p_iou,rdb_qrs_iou,rdb_t_iou,rdb_p_dice,rdb_qrs_dice,rdb_t_dice,rdb_mae_P_onset_ms,rdb_f1_P_onset,rdb_mae_P_offset_ms,rdb_f1_P_offset,rdb_mae_QRS_onset_ms,rdb_f1_QRS_onset,rdb_mae_QRS_offset_ms,rdb_f1_QRS_offset,rdb_mae_T_onset_ms,rdb_f1_T_onset,rdb_mae_T_offset_ms,rdb_f1_T_offset
conv15e_C1_E1_morlet_mag_morlet_phase_s42_l0,15-Epoch Convergence,C1_E1_morlet_mag_morlet_phase,I,1110000,42,15,completed,0.7448087907078421,0.39721059799194336,0.8461834192276001,0.8233032822608948,0.76735919713974,0.8796874284744263,0.8228633403778076,0.902395486831665,0.8520411993966158,1.5249493367231315,0.15706280191204394,0.20061066192249918,0.14626415341983082,0.0,0.0,1.8066450468329496,6.1296921942925655,0.0019965849446785104,0.7448165717624738,0.3970144778490067,0.7724725867305081,0.2741650941471259,0.6939744045533164,0.18785343497991563,0.7784929669928392,0.7490596143531538,0.789865178845531,0.8302538638854874,0.5817449857450746,0.9999792074261594,0.9999545872211456,0.9999848008155823,0.9999901056289673,0.002696504464589917,0.0011494458909461123,41.10885368133978,0.7099873887635665,0.1831135928630829,0.7934452891349792,0.9520960986614228,0.14266183987194944,0.07226656106493913,3.4360529558576163,0.5438308084839936,-0.14960341006517408,0.6297857761383057,0.9406498312950134,0.13676084009435477,0.07263865785744081,1.8977416389384163,0.8943832016458707,0.6406233310699463,0.9405091404914856,0.9855991184711457,0.07355754632778504,0.03752895766200239,7.981914763611051,0.8302538638854874,0.4466921329498291,0.9006181359291077,0.984873765707016,0.06779977704441449,0.03723358001348367,6.369242372155528,0.491416759987664,-0.18155847191810606,0.5730158686637878,0.9093953311443329,0.1396963069212065,0.07177543776144799,1.3908631512095837,0.7872052411023511,0.30788917243480685,0.8671438694000244,0.9703681349754334,0.1681261442534933,0.07987668813623068,4.461330295934994,0.7697806928833273,0.3017573416233063,0.8524245619773865,0.9655537068843841,0.2536949211278391,0.11988747570846287,3.959455884324875,0.7346127660760222,0.254195237159729,0.8114858865737915,0.9585112273693085,0.264514950248688,0.12652971270096122,3.5251456663874072,0.7635064626302855,0.20120407789945602,0.8628374934196472,0.9701204001903534,0.3448890943156166,0.1170234695338037,4.013510337961216,0.7993878368667975,0.30347971916198735,0.8871498107910156,0.9784356534481049,0.2007144886001344,0.09762671108532951,4.73495415256382,0.7803425208242645,0.27646501660346984,0.8773671388626099,0.9777743518352509,0.20300411432030202,0.09379569275037608,4.69167306930437,0.7164188386523195,0.46969142521368784,,,,,,,,,,,,,,,,,,,
conv15e_A0_zscore_s42_l0,15-Epoch Normalization Control,A0_zscore,I,1110000,42,15,completed,0.7465665354604603,0.4082818180322647,4.063589970270793,0.80882328748703,0.7281746864318848,0.8786646127700806,0.8196306228637695,0.8929998278617859,0.8396788396788397,6.373193346301374,0.0,0.2003426745880482,0.14730076398814468,0.0,0.0,6.647529124629979,1.7732690350953924,0.006854393621484864,0.5665642562894743,0.25261350274086,0.6224399966341253,0.10730636277003215,0.5684715412280685,0.012876827418804193,0.6106940157483742,0.5772981870593444,0.6793277870946575,0.7305733464647914,0.4434427390203614,0.9996041115194191,0.9994345426559448,0.9996088743209839,0.9997515022754669,0.006478120608753535,0.0042240447064243476,28.365993733041286,0.608024927737301,0.01683128029108052,0.6990964412689209,0.8803644776344299,0.16713704156785442,0.08492283600984475,1.3172393435843979,0.36433808638127535,-0.4091170638799667,0.45900940895080566,0.8665968775749209,0.15241788395263092,0.08140624556272362,0.64287257588246,0.7814561426144672,0.5256034672260285,0.8215603828430176,0.9053494811058045,0.12631438020341162,0.055943780184044674,2.3837059087485186,0.7305733464647914,0.2647186368703842,0.8102070093154907,0.9213562071323395,0.11036994463801492,0.051485934763621205,2.298426427045347,0.3579652029425077,-0.3336521834135055,0.42981985211372375,0.8224192023277284,0.14626564900069572,0.07879834037455011,0.4035739912389238,0.6703723044844154,0.22752787172794348,0.7304313778877258,0.9021713614463807,0.2069025241864089,0.09951835022868091,1.0106529856589537,0.5510157270123329,0.07334119156003005,0.6019358038902283,0.8442493617534638,0.3218776302954932,0.1582816567415294,0.6938014153495219,0.5485137909217191,-0.005208946554921543,0.6186293363571167,0.8535322904586792,0.31603608524054494,0.1597625519824353,0.760775386762551,0.6060825831969697,-0.004779194761067628,0.6964908838272095,0.8659645557403565,0.3812904884993666,0.14516666476954793,0.84051282274489,0.6748122122050267,0.17064837962388993,0.7532626986503601,0.8864216148853302,0.25169762558977354,0.12220430979611838,0.9627242453182581,0.6838433619842882,0.18230887502431872,0.7690779566764832,0.9004987359046936,0.2356646835611352,0.11190760850930263,1.131353848074918,0.5505406616585824,0.3155726538501411,0.5334281223427138,0.34917981266525017,0.7003972950180436,0.5507072593448474,0.5176179029472129,0.823804292173508,0.7102659203098252,26.660436527847466,0.3519891302175955,20.222515391380828,0.4305552780386437,12.762262753448756,0.7958860759493671,11.32493796066521,0.8107285360484314,27.328821206993794,0.4440337279618431,28.24926521168157,0.4535559151690657
D8_random12_mul_l1_s42_l0,Stage A 3D Theta Spatial Benchmark,D8_random12_mul_l1,I,1110000,42,10,completed,0.7138424733695474,0.3638964295387268,,,,,,,,,,,,,,,,,0.7016080617904663,0.4135988652706146,0.7392323017120361,0.4086689054965973,0.6564589142799377,0.3170654773712158,0.74177086353302,0.7050174474716187,0.7709085941314697,0.9019507169723511,0.5333083271980286,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6776500940322876,0.08729619532823563,0.7667372822761536,0.9434360265731812,0.11287043243646622,0.07506594806909561,3.021043539047241,0.4960424304008484,-0.26201295852661133,0.583702027797699,0.9293801784515381,0.11172088235616684,0.0750517025589943,1.5393586158752441,0.8784668445587158,0.596686840057373,0.9297159910202026,0.9824364185333252,0.06000172346830368,0.03953447565436363,7.39326810836792,0.8039027452468872,0.36146387457847595,0.8856217861175537,0.9798288345336914,0.059295654296875,0.03934447839856148,5.737061023712158,0.42623263597488403,-0.3133087456226349,0.5149782299995422,0.8972773551940918,0.11167313903570175,0.07456566393375397,0.9856228828430176,0.7656732201576233,0.28090226650238037,0.8446769714355469,0.9603258371353149,0.12179369479417801,0.0821695476770401,4.101747512817383,0.7178685069084167,0.20529881119728088,0.7993663549423218,0.9415086507797241,0.2073083519935608,0.13003361225128174,3.161165237426758,0.6820181608200073,0.18665719032287598,0.7562180757522583,0.9365701675415039,0.21295252442359924,0.13323962688446045,2.9908580780029297,0.7280167937278748,0.13861395418643951,0.8279085159301758,0.9579924941062927,0.1902991682291031,0.12014783173799515,3.737265110015869,0.778475821018219,0.2681816816329956,0.8674916625022888,0.9716125130653381,0.1535138338804245,0.09902682900428772,4.588845729827881,0.7633413672447205,0.25153711438179016,0.8581696152687073,0.9723361730575562,0.13809055089950562,0.09477351605892181,4.518249034881592,,,,,,,,,,,,,,,,,,,,,
D3_theta_mul_l1_s42_l0,Stage A 3D Theta Spatial Benchmark,D3_theta_mul_l1,I,1110000,42,10,completed,0.7134446805164703,0.3623262524604797,,,,,,,,,,,,,,,,,0.7015672326087952,0.4087320566177368,0.7398306131362915,0.40467655658721924,0.6556510925292969,0.31232890486717224,0.7406591176986694,0.7066289782524109,0.7722040414810181,0.9022153615951538,0.5309745669364929,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6779633164405823,0.11043083667755127,0.7676258087158203,0.9432367086410522,0.11284931004047394,0.0751550942659378,3.0363857746124268,0.4919176399707794,-0.24465830624103546,0.5779560804367065,0.9282585382461548,0.1118728443980217,0.07516785711050034,1.5145328044891357,0.880899965763092,0.5922585129737854,0.9306015372276306,0.9820085763931274,0.0596790611743927,0.039530690759420395,7.438150405883789,0.8044321537017822,0.3659569025039673,0.8860278129577637,0.9789075255393982,0.059458665549755096,0.03947248309850693,5.716235160827637,0.42304274439811707,-0.31378865242004395,0.5064918994903564,0.8954466581344604,0.1115323081612587,0.0745912492275238,0.995381772518158,0.7641517519950867,0.2751721739768982,0.8431450724601746,0.958230197429657,0.12256918847560883,0.08251097798347473,4.015124320983887,0.7171664237976074,0.19714009761810303,0.7980297803878784,0.9402352571487427,0.20833951234817505,0.13052129745483398,3.1260011196136475,0.6817751526832581,0.17747926712036133,0.7572255730628967,0.9356361031532288,0.213327094912529,0.13346968591213226,2.986602783203125,0.7314828038215637,0.1486954391002655,0.8295883536338806,0.9573716521263123,0.18985290825366974,0.12003255635499954,3.7466824054718018,0.7796770334243774,0.2780812978744507,0.8675920963287354,0.9727681279182434,0.1530735194683075,0.09882137179374695,4.626289367675781,0.7647309899330139,0.2514116168022156,0.8608874678611755,0.9730754494667053,0.13781805336475372,0.09470179677009583,4.5463409423828125,,,,,,,,,,,,,,,,,,,,,
D6_theta_add_l1_s42_l0,Stage A 3D Theta Spatial Benchmark,D6_theta_add_l1,I,1110000,42,10,completed,0.7130164162512226,0.3557524800300598,,,,,,,,,,,,,,,,,0.7003755569458008,0.4161093533039093,0.739262044429779,0.3963397741317749,0.65371173620224,0.31691476702690125,0.740232527256012,0.705206036567688,0.7723475694656372,0.9009539484977722,0.5289660096168518,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6761801242828369,0.1073540449142456,0.7613371014595032,0.941716194152832,0.11283984035253525,0.07520877569913864,3.002479076385498,0.4917465150356293,-0.29218703508377075,0.5758892297744751,0.931277334690094,0.11135094612836838,0.07491381466388702,1.571759819984436,0.8797515034675598,0.5923762917518616,0.9304327964782715,0.9813372492790222,0.06077957898378372,0.040292076766490936,7.235659599304199,0.8019092679023743,0.3490237593650818,0.8891251683235168,0.9792464971542358,0.06081090867519379,0.04079832136631012,5.510855197906494,0.4189714193344116,-0.31169721484184265,0.5009453892707825,0.8965619802474976,0.11112382262945175,0.07428203523159027,1.0093533992767334,0.7635909914970398,0.28945308923721313,0.8410158157348633,0.9583908915519714,0.1222296804189682,0.08255601674318314,4.0569658279418945,0.7168740630149841,0.21808025240898132,0.7979665398597717,0.9409832954406738,0.2071751058101654,0.13008928298950195,3.212414503097534,0.6813820600509644,0.15677417814731598,0.753126859664917,0.9369405508041382,0.2131909430027008,0.13341595232486725,2.9914584159851074,0.7290300726890564,0.13744929432868958,0.828637421131134,0.957639753818512,0.19035616517066956,0.12021877616643906,3.7262215614318848,0.7793383598327637,0.27880361676216125,0.8657935261726379,0.9713456630706787,0.15380191802978516,0.09918785095214844,4.546250343322754,0.765356719493866,0.27491313219070435,0.8584341406822205,0.9715844392776489,0.13845734298229218,0.09511716663837433,4.452877044677734,,,,,,,,,,,,,,,,,,,,,
D5_permuted_theta_mul_l1_s42_l0,Stage A 3D Theta Spatial Benchmark,D5_permuted_theta_mul_l1,I,1110000,42,10,completed,0.7117885764119989,0.35133310556411745,,,,,,,,,,,,,,,,,0.699411928653717,0.4104291498661041,0.7393503189086914,0.4045712649822235,0.6514859795570374,0.3048558235168457,0.7401608824729919,0.7054933309555054,0.7723968029022217,0.9007153511047363,0.5257492661476135,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6736226677894592,0.09560857713222504,0.7655495405197144,0.9427186846733093,0.11348796635866165,0.07577762007713318,2.949751138687134,0.48871898651123047,-0.3091282844543457,0.5802526473999023,0.928590714931488,0.11213095486164093,0.0755167305469513,1.492540955543518,0.878749668598175,0.5872973799705505,0.9303776621818542,0.9822883009910583,0.06093979999423027,0.04060904681682587,7.284210681915283,0.8014320135116577,0.34075450897216797,0.8859540224075317,0.9793910384178162,0.059701573103666306,0.039765555411577225,5.682804584503174,0.41490620374679565,-0.3285575807094574,0.5024307370185852,0.898354172706604,0.1120375469326973,0.07488728314638138,0.939723014831543,0.7632054686546326,0.27985501289367676,0.8418980240821838,0.9597495794296265,0.12188299745321274,0.08249865472316742,4.125526428222656,0.7171162962913513,0.21689248085021973,0.7978658676147461,0.9416950345039368,0.20795388519763947,0.13056260347366333,3.1651358604431152,0.6821840405464172,0.16393709182739258,0.756283700466156,0.9378436803817749,0.21365810930728912,0.13397669792175293,2.9661927223205566,0.7288026213645935,0.13910837471485138,0.8281967043876648,0.9585455656051636,0.19138607382774353,0.12106836587190628,3.6483068466186523,0.7799986600875854,0.2824593484401703,0.8675404191017151,0.9721642732620239,0.15400366485118866,0.09952715039253235,4.494112491607666,0.7647949457168579,0.26811715960502625,0.8580082654953003,0.9724316596984863,0.13850624859333038,0.09530848264694214,4.440535068511963,,,,,,,,,,,,,,,,,,,,,
D4_learned12_mul_l1_s42_l0,Stage A 3D Theta Spatial Benchmark,D4_learned12_mul_l1,I,1110000,42,10,completed,0.7071373025962228,0.3562596797943115,,,,,,,,,,,,,,,,,0.6944594383239746,0.4232686161994934,0.7350504398345947,0.388704776763916,0.6457502841949463,0.33976393938064575,0.7344015836715698,0.6982617378234863,0.7724878787994385,0.8990025520324707,0.5166404843330383,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6752001643180847,0.12919950485229492,0.7575370669364929,0.9376218914985657,0.11376781016588211,0.0755140632390976,2.926969051361084,0.4721372127532959,-0.2541424632072449,0.5543661713600159,0.9259490966796875,0.11324208229780197,0.07600622624158859,1.3816074132919312,0.8808233737945557,0.6058511734008789,0.9289592504501343,0.9817367196083069,0.06097150593996048,0.04052251577377319,7.2421555519104,0.798006534576416,0.34387627243995667,0.8849961161613464,0.9783411026000977,0.06115934997797012,0.041295286267995834,5.402612209320068,0.402584046125412,-0.2980993688106537,0.47805047035217285,0.8809671998023987,0.11343112587928772,0.07554110884666443,0.7627848982810974,0.7588626742362976,0.27267906069755554,0.8375980854034424,0.9594297409057617,0.12321903556585312,0.08349072188138962,4.036606788635254,0.7099405527114868,0.19531382620334625,0.7958608865737915,0.9381118416786194,0.20916466414928436,0.13147872686386108,3.1345455646514893,0.6725299954414368,0.144057497382164,0.7497847080230713,0.9365343451499939,0.21599644422531128,0.13512419164180756,2.892188549041748,0.7239935398101807,0.12156552821397781,0.828352689743042,0.9590920209884644,0.19345687329769135,0.12221860885620117,3.513113021850586,0.7804424166679382,0.2692575454711914,0.8694196343421936,0.9718495607376099,0.15495194494724274,0.09982165694236755,4.422642230987549,0.7645333409309387,0.254067063331604,0.8585882782936096,0.9719961881637573,0.13912929594516754,0.09537982940673828,4.390023231506348,,,,,,,,,,,,,,,,,,,,,
D1_theta_mul_currentloss_s42_l0,Stage A 3D Theta Spatial Benchmark,D1_theta_mul_currentloss,I,1110000,42,10,completed,0.7055873809872085,0.35731267333030703,,,,,,,,,,,,,,,,,0.6905788779258728,0.42302826046943665,0.7317414879798889,0.4025266170501709,0.6411837935447693,0.30669519305229187,0.7315434217453003,0.6972835063934326,0.7663975954055786,0.8947675228118896,0.5145881175994873,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6691321730613708,0.09988565742969513,0.7561834454536438,0.937427818775177,0.11610933393239975,0.07777896523475647,2.6647539138793945,0.4702557623386383,-0.297610342502594,0.5571528673171997,0.9261361360549927,0.1131429374217987,0.07636617869138718,1.402121901512146,0.8726184368133545,0.5792936086654663,0.924526035785675,0.9783393740653992,0.06203101947903633,0.04147421568632126,6.9654412269592285,0.7895363569259644,0.3266870081424713,0.8776864409446716,0.9776493310928345,0.06124647334218025,0.0413217656314373,5.399162769317627,0.4043763279914856,-0.3260623812675476,0.4885748326778412,0.8867348432540894,0.11406885087490082,0.07693693041801453,0.7110410332679749,0.7562912702560425,0.281726598739624,0.83323073387146,0.9546704888343811,0.12449680268764496,0.08449847251176834,3.859353542327881,0.7067956328392029,0.19290125370025635,0.7915698885917664,0.9341782331466675,0.21145328879356384,0.13439494371414185,2.917268991470337,0.6723840832710266,0.16708089411258698,0.7477468848228455,0.9288214445114136,0.21668869256973267,0.13742142915725708,2.7476327419281006,0.7221829891204834,0.15724188089370728,0.8169832825660706,0.950551450252533,0.1953798234462738,0.12435293942689896,3.3408703804016113,0.7736322283744812,0.259154736995697,0.8627181053161621,0.9675511717796326,0.1582668423652649,0.10244251787662506,4.141721248626709,0.759162962436676,0.23494021594524384,0.8559454083442688,0.9698214530944824,0.14161987602710724,0.09736158698797226,4.132809162139893,,,,,,,,,,,,,,,,,,,,,
D7_learned12_add_l1_s42_l0,Stage A 3D Theta Spatial Benchmark,D7_learned12_add_l1,I,1110000,42,10,completed,0.7037343511590841,0.35523206293582915,,,,,,,,,,,,,,,,,0.6949360966682434,0.40244731307029724,0.7353395819664001,0.3802697956562042,0.6464519500732422,0.29517826437950134,0.7333688139915466,0.7029006481170654,0.7697492837905884,0.8982295393943787,0.5203339457511902,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6673793792724609,0.06939980387687683,0.7631272673606873,0.9409066438674927,0.11347148567438126,0.07550498843193054,2.9991836547851562,0.4857152998447418,-0.27646031975746155,0.5727748870849609,0.9253966212272644,0.11190100014209747,0.07517200708389282,1.5389260053634644,0.8747974634170532,0.5673965215682983,0.9292392134666443,0.981671929359436,0.06071454659104347,0.04008349031209946,7.299863815307617,0.7964604496955872,0.34798604249954224,0.8823885917663574,0.9773517847061157,0.06136653572320938,0.04081815108656883,5.429156303405762,0.4079072177410126,-0.3619992733001709,0.4826214015483856,0.8946710824966431,0.111770398914814,0.07464652508497238,0.995595395565033,0.7569516897201538,0.27366364002227783,0.8377895355224609,0.9585581421852112,0.12547941505908966,0.0843619853258133,3.8640694618225098,0.7097859382629395,0.16542407870292664,0.7916154861450195,0.9391693472862244,0.21239519119262695,0.1330220252275467,2.9516594409942627,0.678061306476593,0.16919182240962982,0.7553006410598755,0.9378995895385742,0.21569129824638367,0.13491225242614746,2.8946118354797363,0.7277399301528931,0.1505541205406189,0.8271439075469971,0.9545384645462036,0.19054199755191803,0.12047886848449707,3.73520565032959,0.7785749435424805,0.262967586517334,0.8676840662956238,0.9700120687484741,0.15375970304012299,0.09927741438150406,4.591309070587158,0.7609236240386963,0.22522222995758057,0.8591921925544739,0.9713670611381531,0.13898788392543793,0.09542784094810486,4.484588623046875,,,,,,,,,,,,,,,,,,,,,
D2_current_id_l1_s42_l0,Stage A 3D Theta Spatial Benchmark,D2_current_id_l1,I,1110000,42,10,completed,0.7034972159800333,0.3495311826467514,,,,,,,,,,,,,,,,,0.6930890679359436,0.42216572165489197,0.7322118282318115,0.38981035351753235,0.6461418271064758,0.31657078862190247,0.7314349412918091,0.6964733600616455,0.76872718334198,0.8943678140640259,0.5209861397743225,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6705804467201233,0.07815298438072205,0.7568201422691345,0.9384695887565613,0.1138969361782074,0.07561289519071579,2.9747891426086426,0.4829578101634979,-0.3013305068016052,0.5699623227119446,0.9300329685211182,0.11226379871368408,0.07552364468574524,1.5291978120803833,0.8790134191513062,0.5915534496307373,0.9303417801856995,0.9814628958702087,0.06016277149319649,0.039827242493629456,7.431965351104736,0.7887369394302368,0.27838432788848877,0.8815978765487671,0.9794086217880249,0.06064271926879883,0.04017296060919762,5.558227062225342,0.40942028164863586,-0.33036690950393677,0.48854559659957886,0.8945388793945312,0.11205846816301346,0.07479866594076157,0.9787511825561523,0.7579681873321533,0.27185165882110596,0.8333379030227661,0.9589073061943054,0.12394659221172333,0.08376594632863998,4.049681663513184,0.7049017548561096,0.1540304273366928,0.7968956828117371,0.9397074580192566,0.21070744097232819,0.13237649202346802,3.1025216579437256,0.6670728921890259,0.1364961415529251,0.7442330121994019,0.93499356508255,0.2189495712518692,0.13613854348659515,2.7654106616973877,0.7258738279342651,0.133155956864357,0.8196391463279724,0.9521241188049316,0.19319944083690643,0.1213698461651802,3.621706962585449,0.7758885622024536,0.2459704726934433,0.867493748664856,0.9702042937278748,0.15473417937755585,0.09971445798873901,4.5299835205078125,0.7615657448768616,0.23993337154388428,0.8602120876312256,0.9715669751167297,0.13961294293403625,0.09574232995510101,4.442334175109863,,,,,,,,,,,,,,,,,,,,,
D0_current_id_currentloss_s42_l0,Stage A 3D Theta Spatial Benchmark,D0_current_id_currentloss,I,1110000,42,10,completed,0.6936497642945343,0.33879562020301823,,,,,,,,,,,,,,,,,0.6748064756393433,0.39548978209495544,0.7226675748825073,0.38500091433525085,0.6173731684684753,0.29641759395599365,0.7191087007522583,0.6903536915779114,0.7585402131080627,0.8723598718643188,0.4917452335357666,0.9999986290931702,0.9999983906745911,0.9999986290931702,0.999998927116394,0.0002324713277630508,0.00011924815771635622,55.60304641723633,0.6551644802093506,0.04556834325194359,0.7466083765029907,0.9398791790008545,0.11609748005867004,0.07722580432891846,2.7556843757629395,0.4337562918663025,-0.35431161522865295,0.5241420269012451,0.9142627120018005,0.11575227975845337,0.07800813019275665,1.1833415031433105,0.8669089078903198,0.5682331919670105,0.92186439037323,0.9739707708358765,0.0648665651679039,0.04369870200753212,6.685194969177246,0.7447211742401123,0.1222541555762291,0.8603278398513794,0.9705228209495544,0.06660383939743042,0.04398072138428688,4.650963306427002,0.38631489872932434,-0.384384423494339,0.4703702926635742,0.8938153982162476,0.11438962817192078,0.07660523802042007,0.739651620388031,0.7438386678695679,0.2458489090204239,0.8212904334068298,0.9559535384178162,0.12775956094264984,0.08654791116714478,3.7408299446105957,0.6943787336349487,0.15244533121585846,0.78303062915802,0.9300698041915894,0.21493837237358093,0.13700662553310394,2.8779711723327637,0.6655488610267639,0.1415105015039444,0.7419082522392273,0.9276701211929321,0.21966826915740967,0.13921643793582916,2.728841543197632,0.7151585221290588,0.09873196482658386,0.8126981854438782,0.9499481320381165,0.19566074013710022,0.12402640283107758,3.463252305984497,0.763298749923706,0.23138830065727234,0.8587315678596497,0.9691227078437805,0.15791121125221252,0.10188066959381104,4.2803826332092285,0.7537816762924194,0.21354763209819794,0.8521717190742493,0.9698525071144104,0.1411420851945877,0.09713288396596909,4.270913600921631,,,,,,,,,,,,,,,,,,,,,
conv10e_C1_E1_morlet_mag_morlet_phase_s42_l0,10-Epoch Convergence,C1_E1_morlet_mag_morlet_phase,I,1110000,42,10,completed,0.7396415556638928,0.39771169126033784,0.8557783650315326,0.8062424063682556,0.7391656041145325,0.8771870732307434,0.8023744225502014,0.8916506767272949,0.824128464543159,1.6307860459662709,0.16817376604862283,0.22051102535815104,0.1630914290065135,0.0,0.0,1.9413600776303501,2.1609157254711944,0.002172072895326209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7025823180357795,0.44346740587814354,,,,,,,,,,,,,,,,,,,
conv10e_A0_wave_noSSL_gated_add_s42_l0,10-Epoch Convergence,A0_wave_noSSL_gated_add,I,1110000,42,10,completed,0.7392314544550825,0.3986804962158203,0.8613001384596893,0.8127846717834473,0.7514480948448181,0.879031240940094,0.8078746795654297,0.8958127498626709,0.8311120352545829,1.5860044859906013,0.0,0.20971655502751232,0.15347308022593634,0.0,0.0,1.8725728930283059,0.5481610870127871,0.0023062305564023476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7073065253646681,0.4349611700886747,,,,,,,,,,,,,,,,,,,
conv10e_ssl_magnitude_phase_both_cross_attn_s42_l0,10-Epoch Convergence,ssl_magnitude_phase_both_cross_attn,I,1110000,42,10,completed,0.7387077657832665,0.39274601340293885,0.8608645503071771,0.8169577121734619,0.7522712349891663,0.8798128366470337,0.8187889456748962,0.8983518481254578,0.8422261403303745,1.5406092090151446,6.229108520937374e-05,0.19936433751842822,0.1452369026046342,0.0,0.0,1.8127087452420407,0.543319555562596,0.0022725944462570853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7175431540795122,0.4437267353193604,,,,,,,,,,,,,,,,,,,
conv10e_tf_sc16_cy4_s42_l0,10-Epoch Convergence,tf_sc16_cy4,I,1110000,42,10,completed,0.7386707626095453,0.3957810431718826,0.8622655212015345,0.8142574429512024,0.7572673559188843,0.8780560493469238,0.8074489831924438,0.8968021273612976,0.8350473485485835,1.5689668054242174,0.21509429874443511,0.20648034429462625,0.15045138730267416,0.0,0.0,1.861544457614203,0.49742653194445585,0.002337932497612913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7148073678594437,0.4707631184020886,,,,,,,,,,,,,,,,,,,
