model_id,mask,mask_description,mmd_name,mae,pearson_r,r2,auroc,auprc,f1,n_targets
f_1000000_s42,1000000,MSE,none,,,,0.8662545217647873,0.41256912959959036,0.31285078598010563,30
f_1000001_s42,1000001,MSE + MMD: global_rbf,global_rbf,0.07284943073999826,0.5935763895815704,0.42399842003418403,0.8313377019465165,0.36993998025406527,0.2786179500623421,43
f_1000002_s42,1000002,MSE + MMD: anatomical_laplacian,anatomical_laplacian,0.0741381891360604,0.6333378264828403,0.4775318804201535,0.8496054793659208,0.3936311775964973,0.29142739468725487,43
f_1000003_s42,1000003,MSE + MMD: anatomical_imq,anatomical_imq,0.07721767390731096,0.6991791069012125,0.5380391115259762,0.8625395738523092,0.40169471626452924,0.3038263378821851,43
f_1000004_s42,1000004,MSE + MMD: temporal_kmeans_imq,temporal_kmeans_imq,0.07266637965705235,0.6958490050468525,0.5333733306770253,0.8603777613977155,0.39658559237678287,0.3082743776375508,43
f_1000010_s42,1000010,MSE + Lead consistency,none,,,,0.8398433526909274,0.38398523618321784,0.2722475824231814,30
