estimate,ci_lower,ci_upper,z0,acceleration,n_clusters,n_bootstrap,analysis_group,outcome
0.0,0.0,0.0,-3.480756404346212,0.0,5,2000,QRS,mae
0.9999999999999998,0.9999999999999998,0.9999999999999998,-3.480756404346212,-0.07453559924999298,5,2000,QRS,pearson_r
1.0,1.0,1.0,-3.480756404346212,0.0,5,2000,QRS,r2
0.7035100217893777,0.6484133162780802,0.7230883809288371,-0.12945200471956325,-0.09444594788015873,6,2000,QRS,auroc
0.8516446317777596,0.8393681208255611,0.8604130196189504,-0.058939871966069105,-0.029632841119476613,6,2000,Biomarker,auroc
