dataset,model_id,target,mae,pearson_r,r2,bland_bias,loa_low,loa_high,auroc,auroc_ci_low,auroc_ci_high,auprc,auprc_ci_low,auprc_ci_high,f1,sens,spec,ppv,npv,adj_or,adj_or_ci_low,adj_or_ci_high,pval_logistic,fisher_pval,evaluation_version
echonext,f_1000012_s42,QRS_Overall,0.0,0.9999999999999998,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,3.3929088526310704e-66,legacy_v1
echonext,f_1000012_s42,Signal_Lead_I,0.0,0.9999999417641466,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,legacy_v1
echonext,f_1000012_s42,Signal_Lead_II,0.0,0.999999948234797,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,legacy_v1
echonext,f_1000012_s42,Signal_Lead_III,0.3545511334916744,0.2771273202093664,0.0383182446806853,0.0258610282450731,-1.4266616610288616,1.4783837175190078,,,,,,,,,,,,,,,,,legacy_v1
echonext,f_1000012_s42,Signal_Lead_V1,0.3676470386910414,0.4640982588945104,0.1300324473331345,0.1428517890529753,-1.3337894579221148,1.6194930360280655,,,,,,,,,,,,,,,,,legacy_v1
echonext,f_1000012_s42,Signal_Lead_V2,0.0,0.99999994674157,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,legacy_v1
echonext,f_1000012_s42,Signal_Lead_V3,0.3684572425353999,0.6599541151145617,0.313610513684057,-0.1416477398252065,-1.366025742531445,1.082730262881032,,,,,,,,,,,,,,,,,legacy_v1
echonext,f_1000012_s42,Signal_Lead_V4,0.324825880407416,0.6925900469530211,0.3550219030400837,0.0493120806189198,-1.194771296940106,1.2933954581779457,,,,,,,,,,,,,,,,,legacy_v1
echonext,f_1000012_s42,Signal_Lead_V5,0.3281634033877317,0.6532109411238635,0.2983725346765908,0.0001250552115592,-1.3383935104426976,1.338643620865816,,,,,,,,,,,,,,,,,legacy_v1
echonext,f_1000012_s42,Signal_Lead_V6,0.3499306668537146,0.665707076351413,0.2476173191206292,-0.0125898066345829,-1.4270189387604033,1.4018393254912376,,,,,,,,,,,,,,,,,legacy_v1
