family,metric,effect,effect_type,protocol,bootstrap_unit,endpoint_representation,estimate,ci_low,ci_high,n
msvae,pearson,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0011468794369719265,0.0008583794990928262,0.0014455425852377731,2198
msvae,pearson,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00325984904395113,-0.003545269862272807,-0.0029699080410806353,2198
msvae,pearson,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.006478690200767482,0.005893417608545211,0.007077072573582347,2198
msvae,qrs_correlation,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.051568406248196745,0.04980786704965828,0.05333576323159908,2198
msvae,qrs_correlation,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.011094155250106043,0.010113974931277499,0.012114457992990775,2198
msvae,qrs_correlation,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0003203087206766789,-0.000499696092895603,-0.0001439689084664288,2198
msvae,qrs_correlation,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00031172276987361116,-0.0004291218413776181,-0.0001890348312530086,2198
msvae,qrs_correlation,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.013226104959343952,-0.015025290180194625,-0.011435269238746876,2198
msvae,qrs_correlation,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0008893401668478266,0.000551284107706867,0.0012311285780894703,2198
msvae,qrs_correlation,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.000425675350437276,0.00019094629414718894,0.0006618025169391169,2198
msvae,qrs_correlation,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00032011969893040775,-0.0007107393770996326,4.9513573350800836e-05,2198
msvae,qrs_correlation,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00014674161205837489,-0.0003681215025717,8.013236774178505e-05,2198
msvae,qrs_correlation,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00025273700376489394,7.133390665163653e-05,0.00042043647327022314,2198
msvae,qrs_correlation,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,6.806127161327693e-05,-0.0006759060400801035,0.0008116496074852446,2198
msvae,qrs_correlation,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0006554837481275844,0.0001830241070662849,0.0011094126278712215,2198
msvae,qrs_correlation,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0006118128959494816,-0.0009617443621289571,-0.0002724490419473696,2198
msvae,qrs_correlation,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.000772591895632066,-0.0011143582111191573,-0.0004367668676444556,2198
msvae,qrs_correlation,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0015107261504590328,0.0008406481980100919,0.002208229830169343,2198
msvae,st_correlation,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.08063392879663873,0.07794324994764851,0.08361322369665114,2198
msvae,st_correlation,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.014369611944695753,0.012262249688114643,0.01651079979739401,2198
msvae,st_correlation,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-8.999394390447436e-05,-0.00023669683011364639,5.462851047808967e-05,2198
msvae,st_correlation,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0002197889027930629,0.0001303537672213172,0.00031468724082286633,2198
msvae,st_correlation,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.010097301774041783,-0.013533412080290274,-0.0066989784818481,2198
msvae,st_correlation,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0006388528432831803,0.000381231610069329,0.0009185628119675325,2198
msvae,st_correlation,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0012198951111251992,-0.0013971141252088924,-0.0010343401255068466,2198
msvae,st_correlation,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0005545771487227296,-0.0008376036478133745,-0.0002882249124363272,2198
msvae,st_correlation,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0006544859766544886,0.000477551635409228,0.000831218466752152,2198
msvae,st_correlation,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,2.184169226995299e-05,-0.00029021676960680617,0.00030889197378393515,2198
msvae,st_correlation,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0003765762803607516,-0.0001763597524171327,0.0009656678379849436,2198
msvae,st_correlation,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00014857026716542005,-0.0004965152827122157,0.00019308800785529595,2198
msvae,st_correlation,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00028299911572342485,-0.0008219719067106319,0.0003497380687573086,2198
msvae,st_correlation,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0007556531809348197,-0.0014112145767501126,-0.00017132874238158565,2198
msvae,st_correlation,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0015419769187584613,0.0003902271819684979,0.0028214704011564552,2198
msvae,j_point_amplitude_mae,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.013726627152239195,-0.014403239939179633,-0.013185441652030382,2198
msvae,j_point_amplitude_mae,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0013824868510577664,-0.0016247131291964425,-0.0011479188497280682,2198
msvae,j_point_amplitude_mae,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00012005221955516326,9.178935946789444e-05,0.00014778523566428441,2198
msvae,j_point_amplitude_mae,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,6.546473607367533e-05,4.9029112048341946e-05,8.352121625556337e-05,2198
msvae,j_point_amplitude_mae,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0012365435556766218,-0.0017311269438067608,-0.0007585416734626835,2198
msvae,j_point_amplitude_mae,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00029157174155209297,-0.00034538397482132744,-0.00023812772739719923,2198
msvae,j_point_amplitude_mae,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-2.857581838360353e-05,-5.9441050325098725e-05,3.3050320053344214e-06,2198
msvae,j_point_amplitude_mae,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.000268372887412037,0.00021300450763562858,0.00032291658830962174,2198
msvae,j_point_amplitude_mae,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,9.73369336616692e-06,-2.4913493083892964e-05,4.453850604635262e-05,2198
msvae,j_point_amplitude_mae,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00015282859201428632,0.00010109538348803966,0.00019930773591238262,2198
msvae,j_point_amplitude_mae,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0005138817888805753,-0.0006218991426371379,-0.00040248266275410774,2198
msvae,j_point_amplitude_mae,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-8.441065660541415e-05,-0.00015861277361050663,-7.937456571146427e-06,2198
msvae,j_point_amplitude_mae,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.000264939450272431,-0.00036394498642112626,-0.00015957521658251547,2198
msvae,j_point_amplitude_mae,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0003278595959984641,0.00022750550929020164,0.00042327538775387163,2198
msvae,j_point_amplitude_mae,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0006591753584601398,-0.0008445323864091426,-0.00045829309392281215,2198
msvae,ecgfounder_auroc,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.021001742119572966,0.015912118759272027,0.026576908047784224,2198
msvae,ecgfounder_auroc,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.002401982499826635,-0.0012224966955371138,0.006069242244642461,2198
msvae,ecgfounder_auroc,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0003912716994349648,-0.0008219536605611873,0.0001312519358126482,2198
msvae,ecgfounder_auroc,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.00033391994238059187,-4.828276703862155e-05,0.0007627595157916568,2198
msvae,ecgfounder_auroc,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0039018482973829684,-0.011079469238472762,0.0028389489366504616,2198
msvae,ecgfounder_auroc,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.000987510336770383,1.5156833201865e-05,0.0017160489948153692,2198
msvae,ecgfounder_auroc,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0010082699477874405,-0.0018975917780647915,-1.0027735294651432e-05,2198
msvae,ecgfounder_auroc,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0007561948440393576,-0.0015433164254245618,0.0002049204560307638,2198
msvae,ecgfounder_auroc,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.0005539969397957151,-0.00041456668765623025,0.0013965895423466406,2198
msvae,ecgfounder_auroc,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0010199282995273255,-0.0016664291207724024,-0.0003610225552631319,2198
msvae,ecgfounder_auroc,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.0015724008183676866,-0.0005401193980415035,0.003366868730626323,2198
msvae,ecgfounder_auroc,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.0016563013516828716,-0.003356704507736479,-0.00017888441529739693,2198
msvae,ecgfounder_auroc,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.0012807443722311971,-1.5849267900084546e-05,0.0024344624563442476,2198
msvae,ecgfounder_auroc,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,-0.002170225608232373,-0.0033267964810830787,-0.0009118632912203604,2198
msvae,ecgfounder_auroc,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,macro_auroc_record_influence,0.003293867465890775,0.0005906553027568202,0.005733382270458092,2198
ecgaim,mse,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-2.8190696279914902e-05,-5.040231577313057e-05,-6.566718025602367e-06,2198
ecgaim,mse,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0007531474508634629,-0.0008738068881093649,-0.0006419313105177308,2198
ecgaim,mse,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-6.270000668619361e-05,-9.915793352605461e-05,-3.723008954233757e-05,2198
ecgaim,mse,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,5.3720653535338674e-05,2.3165035156511046e-05,8.73207099181042e-05,2198
ecgaim,mse,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00011339159472125182,6.07759675385913e-05,0.0001635075712439423,2198
ecgaim,mse,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-2.7530520349453703e-06,-5.433475674660519e-05,4.783227938732255e-05,2198
ecgaim,mse,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-7.433843163444404e-05,-0.00012017599339832362,-3.3193401404448524e-05,2198
ecgaim,mse,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,3.112394948763471e-05,-2.6721722322737597e-05,0.00010647464074578667,2198
ecgaim,mse,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-9.511167327607529e-05,-0.0001468340702122051,-4.27220301695184e-05,2198
ecgaim,mse,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00014095214079610843,-0.0001893377775532074,-9.375499107095622e-05,2198
ecgaim,mse,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-1.187113361203072e-05,-0.00012925267356707587,9.930645217978858e-05,2198
ecgaim,mse,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0001045506903390062,1.236449891707453e-05,0.00021794513663190519,2198
ecgaim,mse,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-4.145466324045332e-06,-8.49696502201282e-05,8.820372982788596e-05,2198
ecgaim,mse,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00026032847408573903,0.00015553697973831504,0.0003678371783034239,2198
ecgaim,mse,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00011424723692921357,-0.0003389240489735431,9.855329784298037e-05,2198
ecgaim,r2,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0001727953780667786,-0.00025409342222381575,0.0005488076367689697,2198
ecgaim,r2,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.015599948812993631,0.014305032723254835,0.016983887689100603,2198
ecgaim,r2,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,9.879612662354687e-05,-0.00028257760574991475,0.0004908855569369054,2198
ecgaim,r2,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00025924558685900764,-0.0012283730923405422,0.00025120474081237584,2198
ecgaim,r2,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0014902809029291456,-0.002173406551290018,-0.000742610025179509,2198
ecgaim,r2,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00035298675147689846,-0.0004782675306898351,0.0011866960029956258,2198
ecgaim,r2,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.003812532875655847,0.002998790367455867,0.005051095747014634,2198
ecgaim,r2,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0012909156783468881,0.0004871403362614937,0.0021009388452918666,2198
ecgaim,r2,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00141207852740181,0.0006569233656162059,0.0024917641330523717,2198
ecgaim,r2,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0021074259429198694,0.0013070252207276532,0.004000337992072359,2198
ecgaim,r2,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0011835129513098918,-0.0003098406691385306,0.002816585057340007,2198
ecgaim,r2,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0017518086465203998,-0.003502991941635836,6.772023468530412e-05,2198
ecgaim,r2,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.000631569930399091,-0.0008091454355407478,0.0019108810016022937,2198
ecgaim,r2,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.005122735350513729,-0.0070553466431195954,-0.0009368728912225202,2198
ecgaim,r2,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.005957629240053986,0.002794981951521245,0.010117909774954545,2198
ecgaim,pearson,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00018952409986803162,9.341069921362948e-05,0.0002913876032510036,2198
ecgaim,pearson,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.008607259021904167,0.00810374697776484,0.00915924795297498,2198
ecgaim,pearson,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00024022147723823595,0.00013007810800494914,0.00036175328191608485,2198
ecgaim,pearson,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00016954871702996898,-0.00030545746221199456,-4.024550403131772e-05,2198
ecgaim,pearson,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0006067931950363493,-0.0008166157735055949,-0.00040081638917154934,2198
ecgaim,pearson,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-2.6124128707437977e-05,-0.0003047679667824684,0.0002369269764751049,2198
ecgaim,pearson,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00033511542753266463,8.408938756426626e-05,0.0005630390299815002,2198
ecgaim,pearson,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00015295422326661544,-0.0003825205240767733,6.524073557918656e-05,2198
ecgaim,pearson,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00041116048006495094,0.00017761316643678812,0.000664998782438422,2198
ecgaim,pearson,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0008316679067021614,0.0005908496648252108,0.0010761904650620497,2198
ecgaim,pearson,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00015760261270542162,-0.0005917680705593514,0.0003020743743611975,2198
ecgaim,pearson,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0006351106214566703,-0.0010664388472868555,-0.00019375966299720057,2198
ecgaim,pearson,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00043036548032665165,-2.161321432696232e-05,0.0008851744130270523,2198
ecgaim,pearson,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.002175323793951005,-0.0027048475985009353,-0.0017172507679336143,2198
ecgaim,pearson,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00015627814489022724,-0.000993705029355593,0.0007613281627106608,2198
ecgaim,qrs_correlation,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00021709903063153098,7.913462495501861e-05,0.0003507523159122234,2198
ecgaim,qrs_correlation,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00800353035951843,0.007406369404956504,0.008663137028827723,2198
ecgaim,qrs_correlation,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0004169393153099852,0.00027098209123194584,0.0005654482991354268,2198
ecgaim,qrs_correlation,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00036218288838084676,-0.0005249397627878134,-0.00018675544723334238,2198
ecgaim,qrs_correlation,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0008227101266759546,-0.0011181201883920817,-0.0005307175449169618,2198
ecgaim,qrs_correlation,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00021671758257178327,-0.000586484382871391,0.00013345943025697322,2198
ecgaim,qrs_correlation,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0004776207338433313,0.00016609812775410763,0.0008212036873620615,2198
ecgaim,qrs_correlation,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00038844967955071135,-0.0006687988898350746,-8.849691931309555e-05,2198
ecgaim,qrs_correlation,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0006885847041355302,0.00039551075616925705,0.0010312714524319407,2198
ecgaim,qrs_correlation,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0012583934520313436,0.0009589893828606739,0.0015687892914941265,2198
ecgaim,qrs_correlation,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00015703817569369825,-0.0004434832783720942,0.0007469073626021974,2198
ecgaim,qrs_correlation,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0009092520023615444,-0.0015319941776861293,-0.0003280000224645957,2198
ecgaim,qrs_correlation,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00045778867034775196,-0.00015683447633658168,0.0010245506267955301,2198
ecgaim,qrs_correlation,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0033921891296106255,-0.004108963596399432,-0.0027200595595488464,2198
ecgaim,qrs_correlation,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0004369279069286178,-0.0016386006197073664,0.0007115038602465725,2198
ecgaim,st_correlation,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0003312939822139054,0.0001365904366304156,0.0005407669252199249,2198
ecgaim,st_correlation,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.013965697704878982,0.012905660611120527,0.015077573482465474,2198
ecgaim,st_correlation,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0006290970315617179,0.0004033543932082716,0.0008590703006170063,2198
ecgaim,st_correlation,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00034316185559929966,-0.0005788538565985018,-0.00011713678553362114,2198
ecgaim,st_correlation,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0008047662834625779,-0.0012790115266781235,-0.00039437786462938654,2198
ecgaim,st_correlation,mse:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00039598418272785194,-5.7733581216081886e-05,0.0009301844363064521,2198
ecgaim,st_correlation,mse:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00030042849183166095,-9.786717640474112e-05,0.0007290659266680888,2198
ecgaim,st_correlation,correlation:mmd,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0003968441688777643,-0.0008673916253320206,9.201963173341456e-05,2198
ecgaim,st_correlation,correlation:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0006987691549465735,0.0002637499347337854,0.0011631045576249931,2198
ecgaim,st_correlation,mmd:derivative,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.0009739529971970227,0.0005426353419203194,0.001376287495793523,2198
ecgaim,st_correlation,mse:correlation:mmd,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00036032049090809203,-0.00045103478807556233,0.001200422707536864,2198
ecgaim,st_correlation,mse:correlation:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.00046429007566058545,-0.0013184740508656615,0.0003463088153345372,2198
ecgaim,st_correlation,mse:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.00013085094096795867,-0.0007911257994146151,0.0009712592766224326,2198
ecgaim,st_correlation,correlation:mmd:derivative,three_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.002402084226068655,-0.0032600215187295004,-0.0015973852536993812,2198
ecgaim,st_correlation,mse:correlation:mmd:derivative,four_way,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,0.002143096066188801,0.0003228632508477383,0.003683902436401629,2198
ecgaim,j_point_amplitude_mae,mse,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,1.4914860650202136e-06,-3.221086192738049e-05,3.7237243515925065e-05,2198
ecgaim,j_point_amplitude_mae,correlation,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,-0.0021618429945688186,-0.0023068130256303754,-0.002025854246138592,2198
ecgaim,j_point_amplitude_mae,mmd,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,2.128742866703666e-05,-2.0476759804361824e-05,6.213270004401478e-05,2198
ecgaim,j_point_amplitude_mae,derivative,main,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,7.167513439583476e-05,2.9643200121209592e-05,0.00011303715824309949,2198
ecgaim,j_point_amplitude_mae,mse:correlation,pairwise,supplemental_2x2x2x2_including_mse_toggle,paired_ptbxl_record,record_metric,5.688914113734816e-05,-2.8634982172544576e-05,0.00013173961548706628,2198
