family,metric,effect,effect_type,protocol,bootstrap_unit,endpoint_representation,estimate,ci_low,ci_high,n,n_patients,n_resamples,method,acceleration,bias_correction
unet,st_correlation,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.0020078826443892532,0.00102564563669543,0.002935092298761624,2198,1904,2000,paired_patient_cluster_BCa,0.002432889937133025,-0.020054370352950636
unet,j_point_amplitude_mae,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,3.260460919916657e-05,-0.0002983131847285669,0.00032391132594471845,2198,1904,2000,paired_patient_cluster_BCa,-0.0060354717860008995,-0.02632263631095278
unet,j_point_amplitude_mae,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0006829797125229098,-0.0007472517072608859,-0.0006184073381001289,2198,1904,2000,paired_patient_cluster_BCa,-0.0023640994937364564,-0.006266611701750474
unet,j_point_amplitude_mae,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0004936815011742998,-0.0005798677273041951,-0.00040717207650402075,2198,1904,2000,paired_patient_cluster_BCa,0.002584817106247545,0.010026681100274765
unet,j_point_amplitude_mae,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.001467758378020748,0.0013411380814273225,0.0016058137424016707,2198,1904,2000,paired_patient_cluster_BCa,-9.105578530933332e-06,0.043880072299401045
unet,j_point_amplitude_mae,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.00018645296177510732,3.494744065415995e-06,0.00035225113688975245,2198,1904,2000,paired_patient_cluster_BCa,0.002249990183620666,-0.032591936696663076
unet,j_point_amplitude_mae,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.000401061269123314,0.0002831380023506778,0.0005215110789883263,2198,1904,2000,paired_patient_cluster_BCa,0.0005936405608755484,0.017547298372150792
unet,j_point_amplitude_mae,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0006109409384239631,-0.0008375321203604783,-0.00037049996660563103,2198,1904,2000,paired_patient_cluster_BCa,-0.004346463446857969,-0.0037599512711459344
unet,ecgfounder_auroc,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,0.004419234892271081,0.0004737307719168513,0.008644934914035998,2198,1904,2000,paired_patient_cluster_BCa,-0.0016375321847154748,0.04638925570538985
unet,ecgfounder_auroc,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,0.00044203912882384485,-0.0005877834094924762,0.0014742370545242024,2198,1904,2000,paired_patient_cluster_BCa,-0.007519446504813106,0.020054370352950636
unet,ecgfounder_auroc,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,-0.001460731050997922,-0.0029804534164414843,-8.126020219767765e-05,2198,1904,2000,paired_patient_cluster_BCa,-0.016549958166741163,-0.03008407662018911
unet,ecgfounder_auroc,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,-9.605110370969607e-05,-0.00207243850857356,0.001967650327261047,2198,1904,2000,paired_patient_cluster_BCa,-0.0011028189718418847,0.008773311508328052
unet,ecgfounder_auroc,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,0.004840067938653215,0.001939117305137586,0.008275362712536692,2198,1904,2000,paired_patient_cluster_BCa,0.011355442340842695,0.057684425107984175
unet,ecgfounder_auroc,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,-0.0017587933971988593,-0.003582998981787401,0.00014332156326940686,2198,1904,2000,paired_patient_cluster_BCa,0.004911471210227854,0.005013277548926657
unet,ecgfounder_auroc,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,0.0020818608489767683,-0.0016556225846368494,0.00596973092087484,2198,1904,2000,paired_patient_cluster_BCa,0.007451977410172809,-0.006266611701750474
msvae,mse,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0003958113881159738,-0.00047820710302355347,-0.00031988109009948885,2198,1904,2000,paired_patient_cluster_BCa,0.00018868555564843838,-0.02381521960940948
msvae,mse,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-2.242863516019148e-05,-4.300864147248369e-05,-3.642070620363187e-06,2198,1904,2000,paired_patient_cluster_BCa,-0.014241760601678371,0.04889873121265639
msvae,mse,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,5.686568749514116e-06,2.980589030237663e-07,1.2139552397322436e-05,2198,1904,2000,paired_patient_cluster_BCa,0.014406577492870665,-0.0025066308995717666
msvae,mse,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,9.42794555336643e-05,6.784692463577878e-05,0.0001412478871681349,2198,1904,2000,paired_patient_cluster_BCa,0.05103809679863449,0.026322636310952642
msvae,mse,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-2.8304616034347003e-06,-1.8315346647963562e-05,9.770993864241036e-06,2198,1904,2000,paired_patient_cluster_BCa,-0.02360215448410038,-0.010026681100274765
msvae,mse,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-2.2494220129034997e-05,-3.8594348459156464e-05,-5.683816032062402e-06,2198,1904,2000,paired_patient_cluster_BCa,0.0018417705757767585,-0.03008407662018911
msvae,mse,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,7.776488368922727e-05,4.886183867185959e-05,0.0001135430142115283,2198,1904,2000,paired_patient_cluster_BCa,0.013082971288276868,0.05015358346473367
msvae,r2,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.014106580126805036,0.012673793877251198,0.01568908108696094,2198,1904,2000,paired_patient_cluster_BCa,0.008578613163907914,-0.0037599512711459344
msvae,r2,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0037956602956730093,-0.00442160713974437,-0.003370074112510014,2198,1904,2000,paired_patient_cluster_BCa,-0.04305665322284657,-0.06145104638990274
