id,mask,loss_protocol,n_samples,mse,r2,pearson,qrs_correlation,st_correlation,ecgfounder_auroc
unet__e1c0m0d0__s42,1000,paper_parity_normalized,2198,0.021343827785171448,0.7010865555127992,0.870108343064996,0.8913774181825901,0.7504625941495576,0.8645398913195691
unet__e1c1m1d1__s42,1111,paper_parity_normalized,2198,0.024877202786599984,0.670195030766543,0.8767567037415208,0.9012083236472528,0.7243666410061219,0.8652430751330179
unet__e1c1m0d1__s42,1101,paper_parity_normalized,2198,0.024213576572197606,0.6828556570332087,0.8841777312455482,0.9075114857908978,0.735434973188597,0.8648305289110132
unet__e1c1m1d0__s42,1110,paper_parity_normalized,2198,0.02400929105483103,0.6728939345778211,0.8746751141540925,0.8978324019290492,0.7492793896233254,0.8676849486445563
unet__e1c0m1d1__s42,1011,paper_parity_normalized,2198,0.02784504093852423,0.5245399875053199,0.8081947830831928,0.8373890561178249,0.6006460982083008,0.8641625755035903
