dataset,model_id,target,mae,pearson_r,r2,bland_bias,loa_low,loa_high,auroc,auroc_ci_low,auroc_ci_high,auprc,auprc_ci_low,auprc_ci_high,f1,sens,spec,ppv,npv,adj_or,adj_or_ci_low,adj_or_ci_high,pval_logistic,fisher_pval,mask,mse_on,corr_on,deriv_on,vcg_on,energy_on,lead_on,mmd_kernel,mmd_name
ptb_xl,f_1010012_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010012,1,0,1,0,0,1,2,anatomical_laplacian
ptb_xl,f_1010012_s42,LVH_SokolowLyon,0.511,0.3679,0.1353,-0.4504,-1.4256,0.5248,0.5884,0.3383,0.8405,0.0132,0.002,0.0583,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010012,1,0,1,0,0,1,2,anatomical_laplacian
ptb_xl,f_1010013_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010013,1,0,1,0,0,1,3,anatomical_imq
ptb_xl,f_1010013_s42,LVH_SokolowLyon,0.5714,0.4013,0.161,-0.5413,-1.4976,0.4151,0.5999,0.3469,0.8418,0.0106,0.0021,0.0518,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010013,1,0,1,0,0,1,3,anatomical_imq
ptb_xl,f_1010014_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010014,1,0,1,0,0,1,4,temporal_kmeans_imq
ptb_xl,f_1010014_s42,LVH_SokolowLyon,0.4778,0.425,0.1806,-0.4205,-1.3663,0.5252,0.628,0.3793,0.8568,0.0121,0.0023,0.0568,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010014,1,0,1,0,0,1,4,temporal_kmeans_imq
ptb_xl,f_1010100_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010100,1,0,1,0,1,0,0,none
ptb_xl,f_1010100_s42,LVH_SokolowLyon,0.5931,0.3425,0.1173,-0.5453,-1.5482,0.4577,0.6934,0.4411,0.8975,0.0223,0.0032,0.1501,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010100,1,0,1,0,1,0,0,none
ptb_xl,f_1010101_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010101,1,0,1,0,1,0,1,global_rbf
ptb_xl,f_1010101_s42,LVH_SokolowLyon,0.5919,0.3558,0.1266,-0.5392,-1.5428,0.4644,0.7206,0.4676,0.9084,0.0183,0.0033,0.1087,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010101,1,0,1,0,1,0,1,global_rbf
ptb_xl,f_1010102_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010102,1,0,1,0,1,0,2,anatomical_laplacian
ptb_xl,f_1010102_s42,LVH_SokolowLyon,0.5968,0.3471,0.1205,-0.5466,-1.5516,0.4585,0.7127,0.4634,0.9029,0.0181,0.0032,0.1088,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010102,1,0,1,0,1,0,2,anatomical_laplacian
ptb_xl,f_1010103_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010103,1,0,1,0,1,0,3,anatomical_imq
ptb_xl,f_1010103_s42,LVH_SokolowLyon,0.5921,0.3418,0.1169,-0.5439,-1.5473,0.4594,0.693,0.4405,0.8973,0.0222,0.0032,0.15,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010103,1,0,1,0,1,0,3,anatomical_imq
ptb_xl,f_1010104_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010104,1,0,1,0,1,0,4,temporal_kmeans_imq
ptb_xl,f_1010104_s42,LVH_SokolowLyon,0.5929,0.3422,0.1171,-0.545,-1.5482,0.4582,0.6932,0.4408,0.8975,0.0222,0.0032,0.15,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010104,1,0,1,0,1,0,4,temporal_kmeans_imq
ptb_xl,f_1010110_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010110,1,0,1,0,1,1,0,none
ptb_xl,f_1010110_s42,LVH_SokolowLyon,0.5985,0.3138,0.0985,-0.5372,-1.5776,0.5031,0.5305,0.2881,0.7692,0.0111,0.0017,0.0814,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010110,1,0,1,0,1,1,0,none
ptb_xl,f_1010111_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010111,1,0,1,0,1,1,1,global_rbf
ptb_xl,f_1010111_s42,LVH_SokolowLyon,0.5968,0.3303,0.1091,-0.5355,-1.5681,0.4971,0.5716,0.3197,0.8058,0.011,0.0019,0.0755,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010111,1,0,1,0,1,1,1,global_rbf
ptb_xl,f_1010112_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010112,1,0,1,0,1,1,2,anatomical_laplacian
ptb_xl,f_1010112_s42,LVH_SokolowLyon,0.5963,0.314,0.0986,-0.5345,-1.5748,0.5059,0.5277,0.2841,0.7676,0.0111,0.0016,0.0814,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010112,1,0,1,0,1,1,2,anatomical_laplacian
ptb_xl,f_1010113_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010113,1,0,1,0,1,1,3,anatomical_imq
ptb_xl,f_1010113_s42,LVH_SokolowLyon,0.5985,0.3137,0.0984,-0.5373,-1.5776,0.503,0.5304,0.2883,0.7689,0.0111,0.0017,0.0814,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010113,1,0,1,0,1,1,3,anatomical_imq
ptb_xl,f_1010114_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1010114,1,0,1,0,1,1,4,temporal_kmeans_imq
ptb_xl,f_1010114_s42,LVH_SokolowLyon,0.5995,0.3137,0.0984,-0.5385,-1.5788,0.5017,0.5318,0.2889,0.7714,0.0112,0.0017,0.0814,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1010114,1,0,1,0,1,1,4,temporal_kmeans_imq
ptb_xl,f_1011000_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011000,1,0,1,1,0,0,0,none
ptb_xl,f_1011000_s42,LVH_SokolowLyon,0.5788,0.4667,0.2178,-0.5414,-1.4756,0.3929,0.834,0.674,0.9457,0.034,0.0052,0.2034,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011000,1,0,1,1,0,0,0,none
ptb_xl,f_1011001_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011001,1,0,1,1,0,0,1,global_rbf
ptb_xl,f_1011001_s42,LVH_SokolowLyon,0.6457,0.4589,0.2106,-0.6158,-1.5566,0.325,0.7564,0.539,0.9478,0.0439,0.0034,0.2677,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011001,1,0,1,1,0,0,1,global_rbf
ptb_xl,f_1011002_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011002,1,0,1,1,0,0,2,anatomical_laplacian
ptb_xl,f_1011002_s42,LVH_SokolowLyon,0.6473,0.441,0.1945,-0.6166,-1.5683,0.335,0.7608,0.5586,0.9352,0.0482,0.0034,0.3176,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011002,1,0,1,1,0,0,2,anatomical_laplacian
ptb_xl,f_1011003_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011003,1,0,1,1,0,0,3,anatomical_imq
ptb_xl,f_1011003_s42,LVH_SokolowLyon,0.6044,0.4655,0.2166,-0.5729,-1.5071,0.3612,0.8081,0.618,0.9453,0.0396,0.0043,0.2373,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011003,1,0,1,1,0,0,3,anatomical_imq
ptb_xl,f_1011004_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011004,1,0,1,1,0,0,4,temporal_kmeans_imq
ptb_xl,f_1011004_s42,LVH_SokolowLyon,0.5907,0.4487,0.2013,-0.554,-1.5046,0.3966,0.7903,0.5654,0.939,0.0596,0.0043,0.3504,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011004,1,0,1,1,0,0,4,temporal_kmeans_imq
ptb_xl,f_1011010_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011010,1,0,1,1,0,1,0,none
ptb_xl,f_1011010_s42,LVH_SokolowLyon,0.5927,0.377,0.1421,-0.5468,-1.5463,0.4527,0.5448,0.2685,0.8261,0.0165,0.0018,0.083,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011010,1,0,1,1,0,1,0,none
ptb_xl,f_1011011_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011011,1,0,1,1,0,1,1,global_rbf
ptb_xl,f_1011011_s42,LVH_SokolowLyon,0.563,0.3774,0.1425,-0.4877,-1.5133,0.5379,0.6129,0.4224,0.8104,0.0275,0.002,0.1713,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011011,1,0,1,1,0,1,1,global_rbf
ptb_xl,f_1011012_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011012,1,0,1,1,0,1,2,anatomical_laplacian
ptb_xl,f_1011012_s42,LVH_SokolowLyon,0.6931,0.3273,0.1071,-0.6585,-1.6856,0.3686,0.5605,0.292,0.8311,0.0227,0.0018,0.1134,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011012,1,0,1,1,0,1,2,anatomical_laplacian
ptb_xl,f_1011013_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011013,1,0,1,1,0,1,3,anatomical_imq
ptb_xl,f_1011013_s42,LVH_SokolowLyon,0.6125,0.3745,0.1403,-0.57,-1.5711,0.4311,0.5615,0.293,0.8332,0.0201,0.0018,0.1145,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011013,1,0,1,1,0,1,3,anatomical_imq
ptb_xl,f_1011014_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011014,1,0,1,1,0,1,4,temporal_kmeans_imq
ptb_xl,f_1011014_s42,LVH_SokolowLyon,0.6568,0.3741,0.1399,-0.6213,-1.6236,0.381,0.5717,0.3137,0.8356,0.0259,0.0018,0.1284,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011014,1,0,1,1,0,1,4,temporal_kmeans_imq
ptb_xl,f_1011100_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011100,1,0,1,1,1,0,0,none
ptb_xl,f_1011100_s42,LVH_SokolowLyon,0.598,0.3275,0.1072,-0.5422,-1.5728,0.4884,0.5327,0.266,0.8023,0.0149,0.0017,0.1219,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011100,1,0,1,1,1,0,0,none
ptb_xl,f_1011101_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011101,1,0,1,1,1,0,1,global_rbf
ptb_xl,f_1011101_s42,LVH_SokolowLyon,0.5997,0.3327,0.1107,-0.5397,-1.5787,0.4993,0.5482,0.295,0.8006,0.0107,0.0017,0.0739,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011101,1,0,1,1,1,0,1,global_rbf
ptb_xl,f_1011102_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011102,1,0,1,1,1,0,2,anatomical_laplacian
ptb_xl,f_1011102_s42,LVH_SokolowLyon,0.5992,0.3276,0.1073,-0.5436,-1.5739,0.4867,0.5355,0.2685,0.8042,0.015,0.0017,0.1219,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011102,1,0,1,1,1,0,2,anatomical_laplacian
ptb_xl,f_1011103_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011103,1,0,1,1,1,0,3,anatomical_imq
ptb_xl,f_1011103_s42,LVH_SokolowLyon,0.5982,0.3276,0.1073,-0.5425,-1.573,0.4879,0.5329,0.2662,0.8025,0.0149,0.0017,0.1219,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011103,1,0,1,1,1,0,3,anatomical_imq
ptb_xl,f_1011104_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011104,1,0,1,1,1,0,4,temporal_kmeans_imq
ptb_xl,f_1011104_s42,LVH_SokolowLyon,0.5992,0.3272,0.1071,-0.5437,-1.5745,0.487,0.5324,0.2653,0.802,0.0149,0.0017,0.1219,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011104,1,0,1,1,1,0,4,temporal_kmeans_imq
ptb_xl,f_1011110_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011110,1,0,1,1,1,1,0,none
ptb_xl,f_1011110_s42,LVH_SokolowLyon,0.5409,0.2865,0.0821,-0.4532,-1.5199,0.6134,0.4847,0.2326,0.7425,0.005,0.0014,0.0215,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011110,1,0,1,1,1,1,0,none
ptb_xl,f_1011111_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011111,1,0,1,1,1,1,1,global_rbf
ptb_xl,f_1011111_s42,LVH_SokolowLyon,0.5302,0.2921,0.0853,-0.4293,-1.5034,0.6448,0.4853,0.2423,0.7355,0.0044,0.0015,0.0153,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011111,1,0,1,1,1,1,1,global_rbf
ptb_xl,f_1011112_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011112,1,0,1,1,1,1,2,anatomical_laplacian
ptb_xl,f_1011112_s42,LVH_SokolowLyon,0.5375,0.2837,0.0805,-0.4416,-1.5175,0.6344,0.4806,0.2381,0.7286,0.0042,0.0014,0.0134,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011112,1,0,1,1,1,1,2,anatomical_laplacian
ptb_xl,f_1011113_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011113,1,0,1,1,1,1,3,anatomical_imq
ptb_xl,f_1011113_s42,LVH_SokolowLyon,0.5406,0.2867,0.0822,-0.4528,-1.5193,0.6136,0.4845,0.2323,0.7429,0.005,0.0014,0.0215,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011113,1,0,1,1,1,1,3,anatomical_imq
ptb_xl,f_1011114_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1011114,1,0,1,1,1,1,4,temporal_kmeans_imq
ptb_xl,f_1011114_s42,LVH_SokolowLyon,0.5407,0.2868,0.0822,-0.4531,-1.5196,0.6134,0.4839,0.232,0.7421,0.005,0.0014,0.0215,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1011114,1,0,1,1,1,1,4,temporal_kmeans_imq
ptb_xl,f_1100000_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100000,1,1,0,0,0,0,0,none
ptb_xl,f_1100000_s42,LVH_SokolowLyon,0.4095,0.4549,0.2069,0.1707,-0.8096,1.1509,0.5579,0.4106,0.735,0.0177,0.0017,0.1296,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100000,1,1,0,0,0,0,0,none
ptb_xl,f_1100001_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100001,1,1,0,0,0,0,1,global_rbf
ptb_xl,f_1100001_s42,LVH_SokolowLyon,0.4053,0.4046,0.1637,0.0722,-0.9627,1.1072,0.5288,0.3382,0.7283,0.0074,0.0015,0.041,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100001,1,1,0,0,0,0,1,global_rbf
ptb_xl,f_1100002_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100002,1,1,0,0,0,0,2,anatomical_laplacian
ptb_xl,f_1100002_s42,LVH_SokolowLyon,0.4717,0.3685,0.1358,0.2174,-0.8815,1.3164,0.5263,0.3247,0.7428,0.0081,0.0016,0.0436,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100002,1,1,0,0,0,0,2,anatomical_laplacian
ptb_xl,f_1100003_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100003,1,1,0,0,0,0,3,anatomical_imq
ptb_xl,f_1100003_s42,LVH_SokolowLyon,0.4003,0.4294,0.1844,0.1202,-0.8789,1.1194,0.5495,0.4294,0.7192,0.0153,0.0017,0.1072,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100003,1,1,0,0,0,0,3,anatomical_imq
ptb_xl,f_1100004_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100004,1,1,0,0,0,0,4,temporal_kmeans_imq
ptb_xl,f_1100004_s42,LVH_SokolowLyon,0.4174,0.4391,0.1928,0.1674,-0.8336,1.1684,0.5939,0.4451,0.7611,0.0275,0.0018,0.1847,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100004,1,1,0,0,0,0,4,temporal_kmeans_imq
ptb_xl,f_1100010_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100010,1,1,0,0,0,1,0,none
ptb_xl,f_1100010_s42,LVH_SokolowLyon,0.5416,0.236,0.0557,0.2665,-0.9874,1.5205,0.4469,0.1865,0.7135,0.0065,0.0014,0.0332,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100010,1,1,0,0,0,1,0,none
ptb_xl,f_1100011_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100011,1,1,0,0,0,1,1,global_rbf
ptb_xl,f_1100011_s42,LVH_SokolowLyon,0.5075,0.276,0.0762,0.2148,-1.0059,1.4355,0.3919,0.1528,0.6633,0.0066,0.0012,0.0365,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100011,1,1,0,0,0,1,1,global_rbf
ptb_xl,f_1100012_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100012,1,1,0,0,0,1,2,anatomical_laplacian
ptb_xl,f_1100012_s42,LVH_SokolowLyon,0.5337,0.2719,0.074,0.2831,-0.9418,1.508,0.4289,0.18,0.7062,0.0112,0.0013,0.0739,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100012,1,1,0,0,0,1,2,anatomical_laplacian
ptb_xl,f_1100013_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100013,1,1,0,0,0,1,3,anatomical_imq
ptb_xl,f_1100013_s42,LVH_SokolowLyon,0.5807,0.236,0.0557,0.3297,-0.9574,1.6168,0.4419,0.1866,0.7058,0.0073,0.0014,0.0398,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100013,1,1,0,0,0,1,3,anatomical_imq
ptb_xl,f_1100014_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100014,1,1,0,0,0,1,4,temporal_kmeans_imq
ptb_xl,f_1100014_s42,LVH_SokolowLyon,0.6096,0.2565,0.0658,0.3793,-0.9287,1.6873,0.4435,0.18,0.7197,0.0093,0.0014,0.057,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100014,1,1,0,0,0,1,4,temporal_kmeans_imq
ptb_xl,f_1100100_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100100,1,1,0,0,1,0,0,none
ptb_xl,f_1100100_s42,LVH_SokolowLyon,0.465,0.3572,0.1276,-0.3088,-1.3573,0.7397,0.5265,0.2927,0.7714,0.0048,0.0017,0.016,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100100,1,1,0,0,1,0,0,none
ptb_xl,f_1100101_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100101,1,1,0,0,1,0,1,global_rbf
ptb_xl,f_1100101_s42,LVH_SokolowLyon,0.4686,0.3691,0.1362,-0.3141,-1.3587,0.7305,0.5726,0.3507,0.7934,0.0056,0.0019,0.0181,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100101,1,1,0,0,1,0,1,global_rbf
ptb_xl,f_1100102_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100102,1,1,0,0,1,0,2,anatomical_laplacian
ptb_xl,f_1100102_s42,LVH_SokolowLyon,0.4639,0.3575,0.1278,-0.3074,-1.3551,0.7402,0.5282,0.2941,0.7731,0.0049,0.0017,0.016,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100102,1,1,0,0,1,0,2,anatomical_laplacian
ptb_xl,f_1100103_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100103,1,1,0,0,1,0,3,anatomical_imq
ptb_xl,f_1100103_s42,LVH_SokolowLyon,0.4646,0.3571,0.1275,-0.3082,-1.3566,0.7402,0.5263,0.2916,0.7712,0.0048,0.0017,0.016,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100103,1,1,0,0,1,0,3,anatomical_imq
ptb_xl,f_1100104_s42,QRS_Overall,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4966,0.2254,1.0942,0.0824,0.0,1100104,1,1,0,0,1,0,4,temporal_kmeans_imq
ptb_xl,f_1100104_s42,LVH_SokolowLyon,0.4658,0.3576,0.1279,-0.3108,-1.3588,0.7373,0.5275,0.2928,0.7724,0.0049,0.0017,0.0162,0.0,0.0,1.0,0.0,0.9967,,,,,1.0,1100104,1,1,0,0,1,0,4,temporal_kmeans_imq
