model_id,ecgfounder_macro_150_auroc,infarct_macro_auroc,conduction_macro_auroc,arrhythmia_macro_auroc,hypertrophy_macro_auroc,afib_auroc,lbbb_auroc,anterior_mi_auroc,lvh_auroc,qrs_duration_error_ms,sokolow_lyon_mae_mv,missing_lead_pearson_r,missing_lead_mae_mv,v3_r_presacan_r2,v3_r_presacan_slope,v3_r_var_ret_pct,v6_r_presacan_r2,v6_r_presacan_slope,v6_r_var_ret_pct,interlead_r2_real_I_V3,interlead_r2_recon_I_V3,spurious_coupling_ratio_v3,avg_precordial_var_ret_pct,mask
f_1010003_s42,0.8433017549525189,0.7688812443642343,0.8234442671518252,0.9539688052738384,0.8048208637505437,0.9835751401965324,0.9812507551045065,0.54428373291064,0.7479981548209653,15.2029923822663,0.7432105722782314,0.5611645916356469,0.12915457936533078,0.9725655122473164,-0.9632533877916951,2.752364952202992,0.9712220096630096,-0.9795045856243095,2.8848624099273565,0.02068129191863738,0.020173724690416676,0.9754104994639197,23.896280415894594,1010003
f_1010004_s42,0.8405542005876611,0.7609954582991215,0.8175921725054717,0.9533979289255513,0.8081796922510852,0.9841732263209344,0.9810015706173735,0.5162670893600159,0.740182254948039,13.562917390117065,0.6453997159313704,0.5451704136074134,0.1312090293084955,0.9688249589612616,-0.9592191672619126,3.127028139492282,0.9620237292200318,-0.9788862266341831,3.8271839184786653,0.02068129191863738,0.00894210573023571,0.4323556482721208,26.151099755461484,1010004
f_1010010_s42,0.8157905143209729,0.7038611456478303,0.8013547747220875,0.9519839807603654,0.7996246250370772,0.9792631321706025,0.9777999275099674,0.5134535367545077,0.7398515153097639,17.544774435366897,0.9083779937860178,0.5170218624703793,0.1336428507932082,0.9869559096310734,-1.0067199020334001,1.34398683280703,0.9839397355309644,-0.9903696152796556,1.6102282645646684,0.02068129191863738,0.006447735197442209,0.311751483965468,19.72916592291877,1010010
f_1010011_s42,0.79472536948844,0.6720407915346589,0.7896022034981768,0.9438835147249305,0.7760785259074305,0.9811892267325204,0.9794611574241875,0.3454197212865729,0.6907040402457918,13.89754264548742,0.6536491012456745,0.45226443429986635,0.1382686959073066,,,,,,,,,,,1010011
f_1010012_s42,0.8019062011335121,0.6710898670922478,0.7992041544453081,0.9502685405848418,0.777667456554393,0.9779093995987035,0.9803521807418146,0.38795323954824645,0.7111359165839818,14.099444483420841,0.7397768336771351,0.4873817218877083,0.13851222575633265,,,,,,,,,,,1010012
f_1010013_s42,0.813968855968525,0.6975023569904604,0.8028476027517293,0.9518249344384584,0.7970743111925499,0.9790509080619437,0.9774525794369942,0.49599101776632987,0.7336196842306822,16.118107170168788,0.8584317425285228,0.5162465146064913,0.13447582272105552,,,,,,,,,,,1010013
f_1010014_s42,0.8090774460855626,0.6867353453257358,0.8012392240936543,0.9498690865877897,0.795893569977458,0.979157020116273,0.9765464540292377,0.4715276401822865,0.7198287116820722,15.211893875888377,0.736815550206866,0.5006576929175016,0.13518138996477147,,,,,,,,,,,1010014
f_1010100_s42,0.7240339566308981,0.5511299172844498,0.6959277253468635,0.943258990366151,0.6992898047601832,0.9752212275556928,0.9393500060408361,0.38018624925698435,0.7140081292321618,19.679869858778666,1.082412047872911,0.35019713116159173,0.14017836079574172,,,,,,,,,,,1010100
f_1010101_s42,0.7246159378884789,0.5530090802919907,0.6923413630610371,0.9446395979900144,0.7062584681492515,0.9767775376858568,0.9401881720430108,0.3792748167228056,0.7144454888854074,19.843794321667534,1.0725280653562221,0.35639098118908585,0.14009318157688969,,,,,,,,,,,1010101
f_1010102_s42,0.7225231833871115,0.547809938271231,0.6910548004004998,0.9441728613137628,0.7040419882118854,0.9762405463806143,0.9386477588498249,0.38087312594940886,0.71390803697321,19.832596628221168,1.093419186238599,0.35389994322933854,0.14012106387459225,,,,,,,,,,,1010102
f_1010103_s42,0.7241038379474717,0.5512390677836511,0.6960149520326008,0.9432666794748095,0.6991820837967714,0.9752180120388949,0.9393802102210945,0.3801202034211743,0.7141778508886453,19.665386578243467,1.0839332502199817,0.3504921379043932,0.1401402373526279,,,,,,,,,,,1010103
f_1010104_s42,0.7242419825111671,0.5516174357293621,0.6961906468321956,0.9433218812808852,0.69922979523776,0.9752565982404693,0.9394783738069349,0.38008057591968825,0.7141734990512996,19.63836747575541,1.0825708838195074,0.35053571786759796,0.14010523720388424,,,,,,,,,,,1010104
f_1010110_s42,0.7193123775922456,0.5485726119796007,0.6791299284486093,0.9432170979399046,0.6957053140543198,0.9736938570767093,0.9314063066328381,0.387372036193118,0.7040315421170819,18.94968633609989,1.2111933421240346,0.35036334657577445,0.13999833499347764,,,,,,,,,,,1010110
f_1010111_s42,0.7213233137014206,0.5491493870622535,0.6808804554235321,0.9443048238593365,0.7036875755670269,0.9745266759273549,0.936254077564335,0.3875965920348722,0.7068014865876373,18.885212381606763,1.2105973302967525,0.3604249295179707,0.13982691042098083,,,,,,,,,,,1010111
